t,owner,stored_on,buyer,qty_kWh
15192,16,25,16,0.10486766219627648
15192,17,14,17,0.06528520790074488
15193,12,14,12,0.020220635889724604
15193,16,8,16,0.0013921033769880966
15193,16,14,16,0.07323345552574714
15193,17,8,17,0.16073743648393624
15193,19,4,19,0.03576442792736487
15193,19,6,19,0.005987077476508554
15193,19,7,19,0.09442249322781571
15193,22,20,22,0.09781825692828856
15193,22,24,22,0.04263720708188323
15194,17,8,17,0.10505736713585774
15194,22,14,22,0.14117924769330825
15195,17,8,17,0.07186795712144221
15195,22,8,22,0.10534252001881722
15196,17,8,17,0.06754025166549064
15196,22,8,22,0.09867658772464952
15197,17,8,17,0.015527320589403716
15197,22,8,22,0.04022882849955918
15211,9,8,9,0.32250425420552364
15211,12,4,12,0.04133224133208824
15211,12,6,12,0.01042042499587568
15211,12,7,12,0.09676074894288798
15211,16,24,16,0.028273712071609225
15212,9,8,9,0.5588826275114103
15212,9,10,9,0.0022251426297740908
15212,9,14,9,0.5235464667451868
15212,12,4,12,0.5068487450105367
15212,12,5,12,0.07769693333151118
15212,12,6,12,0.010358063851216041
15212,12,7,12,0.05762979004265745
15212,15,7,15,0.21296852838246316
15212,16,7,16,0.03787822734235924
15212,16,24,16,0.3158213018417426
15212,16,25,16,0.18360077018532125
15212,17,10,17,0.04321260626331847
15212,17,20,17,0.09763893559056758
15212,17,21,17,0.02042203963353056
15213,9,8,9,0.491321323918696
15213,9,14,9,0.4367525523941924
15213,12,4,12,0.38309381528491787
15213,12,5,12,0.2563354649578457
15213,15,4,15,0.09950245760769433
15213,15,6,15,0.009862435407384962
15213,15,7,15,0.4925137721210575
15213,16,24,16,0.4637988891052855
15213,16,25,16,0.17389526617346185
15213,17,10,17,0.043263574153628484
15213,17,14,17,0.06174246416557168
15213,17,20,17,0.15708720290330813
15213,17,21,17,0.0194448547205186
15214,9,8,9,0.3369779727486171
15214,9,10,9,0.03787568052513893
15214,9,14,9,0.4037984800657041
15214,12,4,12,0.44453819338196754
15214,12,6,12,0.009612583239565521
15214,12,7,12,0.08582786563209749
15214,15,7,15,0.46687821761414555
15214,15,25,15,0.03495952016528814
15214,16,24,16,0.47334784838069227
15214,16,25,16,0.13542731193051383
15214,17,10,17,0.004291866395519601
15214,17,20,17,0.260035259852752
15214,17,21,17,0.01895224423394268
15215,9,8,9,0.3075879653421796
15215,9,10,9,0.00818752829911098
15215,9,14,9,0.282887732792856
15215,12,4,12,0.4206282787711336
15215,13,4,13,0.008813608539580464
15215,15,4,15,0.021696119916304078
15215,15,6,15,0.00948174711253448
15215,15,7,15,0.34975469825836725
15215,16,7,16,0.19542854523541459
15215,16,24,16,0.12085014144874587
15215,16,25,16,0.16806771010196073
15215,17,10,17,0.016363839313945767
15215,17,20,17,0.28517900501618154
15215,17,21,17,0.011034635620503741
15216,9,8,9,0.3059520850569465
15216,9,14,9,0.027094199681243315
15216,12,7,12,0.1137380102239981
15216,12,24,12,0.03255305646169369
15216,12,25,12,0.0989506500063824
15216,13,7,13,0.008471998536749403
15216,15,24,15,0.20184110262922755
15216,16,20,16,0.08927992189950365
15216,16,24,16,0.2136575179108501
15216,17,10,17,0.024488430975861775
15216,17,14,17,0.2550683595536142
15216,17,20,17,0.0024862031702959086
15216,17,21,17,0.011006348688811311
15217,13,8,13,0.0063490338302782945
15217,17,8,17,0.1942289005061133
15217,19,20,19,0.026749674392545764
15217,22,11,22,0.23116967249161308
15217,22,14,22,0.0040352225125354305
15217,23,11,23,0.028399646686711577
15218,13,8,13,0.005235288339108024
15218,23,8,23,0.006849158828804214
15219,13,8,13,0.006001615466185051
15219,23,8,23,0.007530736097390189
15220,13,8,13,0.006165613588671626
15220,23,8,23,0.007690468392839378
15235,9,8,9,0.09379323819902936
15236,9,8,9,0.6967218630513681
15236,9,14,9,0.3425741894278974
15236,12,24,12,0.20632000500669445
15236,16,20,16,0.0015531011406029194
15236,16,24,16,0.4387251942179338
15236,17,14,17,0.1427796249565585
15236,22,5,22,0.07977627650961949
15237,9,8,9,0.6734786966645242
15237,9,14,9,0.3487188260600542
15237,12,7,12,0.2925354852281877
15237,12,24,12,0.19383021444942355
15237,12,25,12,0.2223033761697688
15237,16,24,16,0.7985816063213012
15237,17,14,17,0.2636317086454376
15238,9,8,9,0.4815766962221072
15238,9,14,9,0.33129964168521236
15238,12,24,12,0.570189661493368
15238,16,20,16,0.32196558131475755
15238,16,24,16,0.33286629518956873
15238,17,14,17,0.2724365917884466
15238,22,5,22,0.4434274522508517
15239,9,8,9,0.4060540089538333
15239,9,14,9,0.06375090263027187
15239,12,20,12,0.3434241117656253
15239,16,20,16,0.41982085855578355
15239,17,14,17,0.26039445379632653
15239,19,2,19,0.09531565351421284
15239,19,3,19,0.041493832124151885
15239,22,7,22,0.1905877926495041
15239,22,25,22,0.03253801862057113
15240,12,14,12,0.01611825328746952
15240,16,8,16,0.022013190411351326
15240,16,14,16,0.057823887246717214
15240,17,8,17,0.2437643140860528
15240,19,24,19,0.15032188425613402
15240,22,10,22,0.031841289691792764
15240,22,11,22,0.09667535020143458
15240,22,20,22,0.06523142565203344
15240,22,21,22,0.014311098060744216
15241,17,8,17,0.046484339008451885
15241,22,8,22,0.07945250609002892
15246,23,8,23,0.00014819416367206628
15259,9,8,9,0.01939962171924492
15260,9,8,9,0.7042039548360832
15260,9,14,9,0.18144060328219958
15260,12,7,12,0.4966030042404155
15260,16,24,16,0.34211531803049056
15261,9,8,9,0.6446199101692455
15261,9,14,9,0.35965834012280773
15261,12,4,12,0.5764288553092918
15261,15,4,15,0.025134381841471588
15261,15,6,15,0.01273797707780284
15261,15,7,15,0.6212758871534393
15261,16,24,16,0.42758473964138055
15262,9,8,9,0.41919121021115385
15262,9,14,9,0.449465663541762
15262,12,4,12,0.3517894976532267
15262,12,5,12,0.1437089926885058
15262,15,4,15,0.2710762130727427
15262,15,6,15,0.01272901011582564
15262,15,7,15,0.46355985837729907
15262,16,24,16,0.36064340715745224
15263,9,8,9,0.41936847949165446
15263,9,14,9,0.3683290312858487
15263,12,4,12,0.02060082464042621
15263,12,5,12,0.42793547725111303
15263,15,4,15,0.6071313360828898
15263,15,6,15,0.00922733005459228
15263,16,7,16,0.3078129986467122
15263,16,25,16,0.016889961740531013
15264,9,8,9,0.4084106558492181
15264,9,14,9,0.2193581607018909
15264,12,4,12,0.3657256839809234
15264,12,5,12,0.018712395238748236
15264,12,6,12,0.007474044325837906
15264,12,7,12,0.038971800328030326
15264,15,7,15,0.3907721782041529
15264,15,25,15,0.0022104864923917058
15264,16,24,16,0.31369572644613974
15265,12,14,12,0.028029240984884886
15265,16,8,16,0.004333008312193432
15265,16,14,16,0.08914744468787777
15265,19,24,19,0.16830911278356853
15266,17,8,17,0.09932465388848531
15266,22,8,22,0.011233650036541178
15266,22,14,22,0.07698818919177519
15267,17,8,17,0.04756725877482944
15267,22,8,22,0.08267309764685403
15268,17,8,17,0.056240785994321786
15268,22,8,22,0.08911161205979279
15269,17,8,17,0.05482029718902018
15269,22,8,22,0.08526177654397576
15270,17,8,17,0.04872602204738761
15270,22,8,22,0.07727866551440704
15271,17,8,17,0.014445149713742956
15271,22,8,22,0.038530421496007855
15283,9,8,9,0.11328524006953433
15284,9,8,9,0.6976781125630749
15284,9,14,9,0.17779560925790783
15284,12,7,12,0.26771442327797956
15284,12,25,12,0.22266457078962693
15284,16,24,16,0.3366341932846879
15285,9,8,9,0.6416599583476664
15285,9,14,9,0.31830885267739273
15285,12,7,12,0.5476111649267779
15285,15,7,15,0.17852637806851512
15285,15,24,15,0.05837292533279346
15285,15,25,15,0.22448522926054781
15285,16,24,16,0.39863296750416666
15286,9,8,9,0.4366560745431174
15286,9,14,9,0.38836445822400023
15286,12,4,12,0.01270809711659382
15286,12,6,12,0.01268009941413176
15286,12,7,12,0.4419161748556394
15286,15,7,15,0.28716651891092354
15286,15,24,15,0.11807453895095509
15286,15,25,15,0.2247597670666723
15286,16,24,16,0.3326850501198919
15287,9,8,9,0.4167422561489044
15287,9,14,9,0.34808523740869113
15287,12,4,12,0.3438319965909882
15287,12,6,12,0.012715967262040601
15287,12,7,12,0.15597707961815566
15287,15,7,15,0.48525113110317797
15287,16,24,16,0.3081626005887092
15287,16,25,16,0.08413774210460367
15288,9,8,9,0.3992374038976618
15288,9,14,9,0.10714630439699278
15288,12,7,12,0.1485719924245201
15288,12,24,12,0.0904237248251259
15288,12,25,12,0.12859928813200794
15288,15,24,15,0.31163067108946385
15288,16,20,16,0.2646094027032417
15288,16,24,16,0.18024725349411774
15288,17,14,17,0.10187508371615106
15289,12,14,12,0.00294373592836239
15289,16,8,16,0.03904876027770641
15289,16,14,16,0.0279236622465914
15289,17,8,17,0.21693728449330596
15289,19,24,19,0.13499582484814285
15289,22,11,22,0.23326362438600867
15290,17,8,17,0.10073156461809446
15290,22,8,22,0.04493858709190111
15290,22,14,22,0.09623301521691495
15291,17,8,17,0.06202266144363584
15291,22,8,22,0.09832723115809106
15292,17,8,17,0.0695679964377766
15292,22,8,22,0.10346853519531357
15293,17,8,17,0.015365210529800511
15293,22,8,22,0.04185394318525322
15294,23,8,23,0.0012791282194557496
15307,9,8,9,0.17018930320191394
15307,12,7,12,0.030982239629111064
15308,9,8,9,0.6917149969340366
15308,9,14,9,0.2663417281173226
15308,12,7,12,0.5458592976088639
15308,16,24,16,0.39586912988139034
15309,9,8,9,0.6324832640791125
15309,9,14,9,0.4474504296260857
15309,12,4,12,0.6070632363029059
15309,12,5,12,0.020697082607592954
15309,15,4,15,0.005590907215516275
15309,15,6,15,0.012520324455265162
15309,15,7,15,0.7022887720373947
15309,16,24,16,0.48335589334134177
15310,9,8,9,0.4160132620640572
15310,9,14,9,0.5136391185111924
15310,12,4,12,0.5368064421984107
15310,15,4,15,0.04564305681822484
15310,15,6,15,0.012521139633626761
15310,15,7,15,0.6328843697509173
15310,16,24,16,0.40537855239682585
15311,9,8,9,0.4141815233356705
15311,9,10,9,0.03299739280572158
15311,9,14,9,0.3802052002154714
15311,9,21,9,0.01138499537560822
15311,12,4,12,0.056601245326492224
15311,12,5,12,0.4266307199080721
15311,15,4,15,0.5522204160376685
15311,16,7,16,0.3016379966801104
15311,16,25,16,0.06084494317122542
15312,9,8,9,0.396826178500462
15312,9,14,9,0.14542684721361968
15312,12,7,12,0.39096959433154577
15312,15,7,15,0.010048670914144076
15312,15,24,15,0.19737744841670501
15312,15,25,15,0.12866720011562816
15312,16,20,16,0.08319939578782076
15312,16,24,16,0.32446093714423974
15312,17,14,17,0.013858806588443073
15313,16,8,16,0.05051168816468854
15313,17,8,17,0.11604954069804752
15313,19,20,19,0.03639218013653141
15313,19,24,19,0.07771454653159378
15313,22,11,22,0.07074013382550426
15314,17,8,17,0.06513205735684038
15314,22,8,22,0.10190091224579648
15315,17,8,17,0.012483682960498267
15315,22,8,22,0.0438162718211341
15316,17,8,17,0.028331440236530073
15316,22,8,22,0.05822257613386277
15317,17,8,17,0.03092133625000808
15317,22,8,22,0.05877987685426407
15318,22,8,22,0.017630974371120267
15331,9,8,9,0.29732334087262213
15331,12,7,12,0.11596487903980801
15332,9,8,9,0.6902759140174652
15332,9,14,9,0.20935848413911895
15332,12,4,12,0.42688873568764496
15332,12,6,12,0.012755503412576481
15332,12,7,12,0.06969662400950609
15332,15,7,15,0.3024070564377784
15332,16,24,16,0.3620994517741245
15333,9,8,9,0.6262899798886639
15333,9,14,9,0.3586008071246116
15333,12,4,12,0.17111872921743077
15333,12,5,12,0.39607757607351957
15333,15,4,15,0.43816479934381275
15333,15,6,15,0.012451441883713001
15333,15,7,15,0.37412888144198697
15333,16,24,16,0.4039181235132116
15333,16,25,16,0.02105933741976962
15334,9,8,9,0.4066910853885462
15334,9,14,9,0.4982609071595956
15334,12,4,12,0.35660046405728785
15334,12,5,12,0.16532894761801042
15334,15,4,15,0.2469590024169127
15334,15,6,15,0.01233446378882852
15334,15,7,15,0.4600118421049939
15334,16,24,16,0.3900586140138256
15334,16,25,16,0.0027187454562458413
15335,9,8,9,0.39664025320353435
15335,9,10,9,0.03170754933775334
15335,9,14,9,0.3653432625807973
15335,9,20,9,0.05474508894987589
15335,9,21,9,0.014250988330897744
15335,12,4,12,0.10561450504294517
15335,12,5,12,0.3963901049525269
15335,15,4,15,0.4972867940135814
15335,15,6,15,0.01232101334586272
15335,15,7,15,0.042472093763149754
15335,16,7,16,0.3619244893164488
15335,16,25,16,0.021531521659978826
15336,9,8,9,0.38914959011332306
15336,9,14,9,0.08510140457618097
15336,12,7,12,0.3456263223656103
15336,13,7,13,0.025169583961627495
15336,15,7,15,0.005600740934600435
15336,15,24,15,0.15936075816929984
15336,15,25,15,0.12567762790051448
15336,16,20,16,0.01096031169520817
15336,16,24,16,0.4097115211820548
15336,17,10,17,0.031102856988339866
15336,17,14,17,0.27327442342179487
15336,17,20,17,0.01732350216926104
15336,17,21,17,0.013979208776966302
15337,13,8,13,0.02040242351675392
15337,16,8,16,0.014545160743415053
15337,17,8,17,0.28152359060572946
15337,19,20,19,0.06887024115252341
15337,22,11,22,0.3363063514272726
15337,23,11,23,0.0466551945907705
15338,13,8,13,0.017641488092039914
15338,17,8,17,0.07696457029203185
15338,22,8,22,0.11411442724861012
15338,23,8,23,0.018349306193207404
15339,13,8,13,0.016060978713793084
15339,17,8,17,0.037380680315911644
15339,22,8,22,0.07027046758725844
15339,23,8,23,0.016809908137062735
15340,13,8,13,0.01524279027853126
15340,17,8,17,0.03058293445377629
15340,22,8,22,0.06017851828510756
15340,23,8,23,0.016013001959765738
15341,13,8,13,0.01528604253061605
15341,17,8,17,0.016809111032903234
15341,22,8,22,0.043062824928989434
15341,23,8,23,0.01605512915856533
15354,13,8,13,0.015412779507024688
15354,17,8,17,0.023888487783271198
15354,22,14,22,0.21877292324135347
15354,23,14,23,0.01695636857685745
15355,17,8,17,0.2814583827675689
15355,22,14,22,0.33491472593099325
15356,17,8,17,0.23730019908267216
15356,22,9,22,0.04282504735687054
15356,22,14,22,0.2435705236270129
15357,17,8,17,0.14755310412871403
15357,22,8,22,0.08825240756495739
15357,22,9,22,0.09876703847498614
15358,13,8,13,0.02067994668754025
15358,17,8,17,0.021095165637878856
15358,22,8,22,0.047851759064670055
15358,23,8,23,0.021892079400255504
15359,13,8,13,0.02021619046688805
15359,23,8,23,0.02124593638267136
15361,13,8,13,0.002530203030506123
15361,23,8,23,0.0011939836908388042
15362,13,8,13,0.009319613231906968
15362,23,8,23,0.0074178920415457796
15363,13,8,13,0.007256558750752332
15363,23,8,23,0.005512207115031382
15378,13,8,13,0.022040785309190625
15378,23,8,23,0.023476787003098742
15379,13,8,13,0.04490783198892867
15379,23,8,23,0.04471196350618545
15380,13,8,13,0.04522321299371068
15380,23,8,23,0.04501914099743409
15381,13,8,13,0.050128946222523396
15381,23,8,23,0.04947318611055884
15382,13,8,13,0.04547572476912176
15382,23,8,23,0.04494100163967385
15383,13,8,13,0.03980967974607896
15383,23,8,23,0.039422338596891926
15402,9,8,9,0.15489094749777088
15403,9,8,9,0.7868652129679953
15403,9,14,9,0.1621230301316298
15403,12,20,12,0.5735960056629539
15403,12,24,12,0.0602029365939992
15404,9,8,9,0.7587065284649461
15404,9,14,9,0.08402569408088922
15404,12,20,12,0.5935966323175171
15404,17,14,17,0.06140498479951706
15405,9,8,9,0.5483437192875013
15405,9,14,9,0.20229172231454984
15405,12,20,12,0.5321940729032856
15405,16,20,16,0.010006199517468417
15405,17,14,17,0.1290269092723424
15405,22,7,22,0.0558016979299083
15406,9,8,9,0.4282520311177207
15406,9,14,9,0.1533456804374426
15406,12,20,12,0.082634812211486
15406,12,24,12,0.33756276381936545
15406,15,20,15,0.14369711882666136
15406,16,20,16,0.5049820855256953
15406,17,14,17,0.09532467795185884
15406,22,7,22,0.02494259981459379
15407,9,8,9,0.34841626910826895
15407,12,20,12,0.11362314920367776
15407,12,24,12,0.1521779812549845
15407,15,20,15,0.20286925410210568
15407,16,10,16,0.03348229098774679
15407,16,11,16,0.037558389614857024
15407,16,20,16,0.2583640665145817
15407,16,21,16,0.015048647660384308
15407,17,8,17,0.06777219930364638
15407,17,14,17,0.025494812497147024
15407,19,1,19,0.26484782714433985
15407,19,5,19,0.21864040966104048
15407,22,7,22,0.030488136585230308
15408,16,8,16,0.04433630293127999
15408,16,14,16,0.01931664686424375
15408,19,24,19,0.13515304481700685
15414,17,8,17,0.08354804479126088
15414,22,8,22,0.03846685663590375
15414,22,14,22,0.005060732846564164
15415,17,8,17,0.14591613980584495
15415,22,14,22,0.17037599789485824
15416,17,8,17,0.09184174498102582
15427,19,4,19,0.15115304368955496
15428,16,14,16,0.05025084213196216
15428,17,8,17,0.15994894834597329
15428,19,4,19,0.22357349474917979
15428,19,5,19,0.35730677719665577
15428,22,20,22,0.10500286297244213
15428,22,24,22,0.006821658075265802
15429,9,8,9,0.42030743887211575
15429,16,10,16,0.0447404395605342
15429,16,11,16,0.08148478155557966
15429,16,20,16,0.2361429938528711
15429,16,21,16,0.02010863328807444
15429,17,8,17,0.04125851103821079
15429,17,14,17,0.25242764547267615
15429,19,1,19,0.11293480272040801
15429,19,2,19,0.08902487996092921
15429,19,3,19,0.03374829881176144
15429,19,5,19,0.2169263506615695
15429,22,24,22,0.20508977615885096
15429,22,25,22,0.04693048856590387
15430,9,8,9,0.2621587849103874
15430,12,20,12,0.136311309502431
15430,16,10,16,0.04335297278600776
15430,16,11,16,0.06707356927642918
15430,16,20,16,0.12683526244174126
15430,16,21,16,0.019485035021218122
15430,17,8,17,0.0944583344776035
15430,17,14,17,0.19353897146384202
15430,19,4,19,0.13793791249705697
15430,19,5,19,0.2215507458921475
15430,22,24,22,0.2481842213521137
15431,9,8,9,0.08370601591202567
15431,12,14,12,0.08071956877917269
15431,16,14,16,0.132993438241452
15431,17,8,17,0.25640653334005314
15431,19,7,19,0.20509951480655336
15431,22,20,22,0.07371285476051584
15431,22,24,22,0.14508999630771413
15432,13,8,13,0.0044777651262952745
15432,16,8,16,0.026306869415474665
15432,17,8,17,0.24508493226883568
15432,19,20,19,0.05827899978099658
15432,19,24,19,0.014951218066898808
15432,22,11,22,0.2846631382720055
15432,23,11,23,0.0065002394107285255
15433,13,8,13,0.0012897137122491742
15433,17,8,17,0.06945929623324443
15433,22,8,22,0.04618610849980862
15433,22,14,22,0.05306116718404528
15433,23,14,23,0.0033951137991881097
15434,13,8,13,0.0007098144932031758
15434,23,8,23,0.0027654820051283835
15435,13,8,13,1.0569751173861164e-05
15435,23,8,23,0.0020844256245302617
15436,23,8,23,0.0008429076718963202
15437,23,8,23,0.0018908217420436912
15452,17,8,17,0.22468710566544559
15452,22,9,22,0.048079643261373844
15452,22,14,22,0.12632488530958597
15453,17,8,17,0.263944266612731
15453,22,14,22,0.31731868213763986
15454,13,8,13,0.009564105788457233
15454,17,8,17,0.24406716718542443
15454,22,14,22,0.2953179306313422
15454,23,14,23,0.011648726800047804
15455,13,8,13,0.021597461838747556
15455,17,8,17,0.19019965048902762
15455,22,14,22,0.2361689243900531
15455,23,14,23,0.022461645724042967
15456,17,8,17,0.09894163638980694
15456,22,9,22,0.13609248187589548
15457,17,8,17,0.017049288827039155
15457,22,8,22,0.046644961209936046
15476,9,8,9,0.35529115571862135
15476,12,4,12,0.15322993340093127
15476,15,7,15,0.31251556509018563
15476,16,24,16,0.00021512126843248325
15477,9,8,9,0.476799994180828
15477,9,14,9,0.29933896586076525
15477,12,4,12,0.33664842296010694
15477,12,5,12,0.095028942516441
15477,15,4,15,0.10011169789271435
15477,15,6,15,0.013231975164910759
15477,15,7,15,0.4824232866087093
15477,16,24,16,0.28931724067588505
15478,9,8,9,0.4591339017280883
15478,9,14,9,0.3094059010794208
15478,12,5,12,0.4285739133853159
15478,15,4,15,0.42854338565429817
15478,15,5,15,0.1603833806696784
15478,16,7,16,0.28983081287083934
15479,9,8,9,0.44755714336261454
15479,9,14,9,0.2398820740450951
15479,12,2,12,0.033284432508287054
15479,12,5,12,0.3471654584552415
15479,15,4,15,0.3852034506506315
15479,15,5,15,0.13799351372629048
15479,15,6,15,0.005418126802659926
15479,16,7,16,0.032772460987793295
15479,16,24,16,0.07830157626063859
15479,16,25,16,0.13953600736651556
15480,9,8,9,0.4147596547933991
15480,9,14,9,0.14519287069249237
15480,12,4,12,0.008360757312195766
15480,12,6,12,0.007522955027531745
15480,12,7,12,0.35816884973974933
15480,15,7,15,0.07438740533541002
15480,15,24,15,0.13888571777424225
15480,15,25,15,0.13334734724214017
15480,16,20,16,0.020278255764559106
15480,16,24,16,0.2264100252348502
15481,9,8,9,0.1858117373856426
15481,12,11,12,0.15607161007328452
15481,15,11,15,0.09535151620815024
15481,16,11,16,0.2122107911794533
15481,18,2,18,0.03202425675461971
15481,18,5,18,0.018831707767356588
15481,19,2,19,0.03026647630232491
15481,19,3,19,0.023613693984558468
15482,19,20,19,0.051374364657027806
15501,9,8,9,0.5364231620300016
15501,9,14,9,0.10504229323051018
15501,12,2,12,0.10384635020499391
15501,12,3,12,0.0393669461701836
15501,12,5,12,0.0901661923864813
15501,15,4,15,0.25775766264055994
15501,15,5,15,0.2466145774314601
15501,16,7,16,0.18142903350441308
15501,16,25,16,0.01787539889826726
15502,9,8,9,0.4941443981998041
15502,9,10,9,0.0033295041813321546
15502,9,14,9,0.44724357312278595
15502,15,2,15,0.08755710257229639
15502,15,3,15,0.038838259236793925
15502,16,4,16,0.2558120147655089
15502,16,5,16,0.14045359548260805
15503,9,8,9,0.4582932576665035
15503,9,10,9,0.009512791522171327
15503,9,14,9,0.4250056644926618
15503,16,4,16,0.31954232112923164
15503,16,5,16,0.052454946655789314
15504,9,8,9,0.4344069099374914
15504,9,14,9,0.36419839403486165
15504,15,2,15,0.06232915645556101
15504,15,3,15,0.023628259849049812
15504,15,5,15,0.41098769540655156
15504,16,7,16,0.33393638308470486
15505,9,8,9,0.42122920630833793
15505,9,14,9,0.18096927913140926
15505,12,4,12,0.33776902410374693
15505,12,6,12,0.007050559167005269
15505,12,7,12,0.0838076958212592
15505,15,7,15,0.321586654976322
15505,15,25,15,0.05665014311111119
15505,16,24,16,0.3086766686247717
15506,9,8,9,0.13360692356379592
15506,12,20,12,0.11947241462021707
15506,15,10,15,0.019972622041802425
15506,15,20,15,0.027968137085663283
15506,15,21,15,0.014120321993022947
15506,16,10,16,0.011444202943453476
15506,16,14,16,0.1729213125036136
15506,18,5,18,0.01936047181441305
15506,19,2,19,0.06251344646003594
15506,19,3,19,0.023698122050962
15506,19,5,19,0.05265553419456204
15508,17,8,17,0.039384794872127316
15509,17,8,17,0.054192838303184665
15509,22,8,22,0.005120007111434788
15510,17,8,17,0.04780489931804768
15510,22,8,22,0.07381315862073023
15511,17,8,17,0.04706101566063148
15511,22,8,22,0.07497771403045665
15512,17,8,17,0.042035478608350996
15524,9,8,9,0.29056001242069573
15524,12,7,12,0.11229232726914606
15524,15,7,15,0.26725290093369125
15525,9,8,9,0.5255706891567009
15525,9,14,9,0.3608031570746304
15525,12,4,12,0.5036638185290858
15525,15,4,15,0.013010252271616451
15525,15,6,15,0.012603472648144721
15525,15,7,15,0.6451974954606924
15525,16,24,16,0.36221645806234193
15526,9,8,9,0.49613506810565866
15526,9,10,9,0.054912215952648606
15526,9,14,9,0.3894676442971865
15526,9,20,9,0.0008834406378834814
15526,9,21,9,0.024680347901664162
15526,12,4,12,0.44025080033382624
15526,12,5,12,0.1182772529367142
15526,15,4,15,0.17228367638138242
15526,15,6,15,0.012517878920180482
15526,15,7,15,0.5130038016602939
15526,16,24,16,0.4092305545679585
15526,16,25,16,0.014081928998322724
15527,9,8,9,0.4731828256849664
15527,9,10,9,0.03290334544445857
15527,9,14,9,0.38057571478446245
15527,9,20,9,0.018563428288207007
15527,9,21,9,0.014788440033054346
15527,12,5,12,0.5339185499469679
15527,15,4,15,0.5089820480885686
15527,15,5,15,0.10430407498699142
15527,16,7,16,0.40915388707207256
15528,9,8,9,0.43830345401460885
15528,9,14,9,0.25544533085907306
15528,12,4,12,0.14346178378930602
15528,12,5,12,0.28181922680814786
15528,15,4,15,0.21356412359800026
15528,15,6,15,0.0072962539251807445
15528,15,7,15,0.21725451587231148
15528,16,24,16,0.2407147188042707
15528,16,25,16,0.056301577725209384
15529,9,8,9,0.31776573842845646
15529,12,20,12,0.1110049171423837
15529,12,24,12,0.13116544396555738
15529,15,20,15,0.18524499635672598
15529,16,10,16,0.030870778138683264
15529,16,11,16,0.034897385525967106
15529,16,20,16,0.17684993162980867
15529,16,21,16,0.013874900716350403
15530,16,8,16,0.015447405427876416
15530,19,20,19,0.06948669125656574
15533,17,8,17,0.014943537743013248
15534,17,8,17,0.07609222705167705
15534,22,8,22,0.08510264122711142
15535,17,8,17,0.08754724703437662
15535,22,8,22,0.09833904116018388
15536,17,8,17,0.07916191878241463
15548,9,8,9,0.5152014269766525
15548,12,4,12,0.043755435670452064
15548,12,5,12,0.21708525574698978
15548,15,4,15,0.132785860653982
15548,15,6,15,0.012607956129133319
15548,15,7,15,0.2731275319825443
15548,16,24,16,0.11545452665641776
15549,9,8,9,0.507580017515063
15549,9,14,9,0.3623588600835026
15549,12,5,12,0.49191777607615617
15549,15,4,15,0.5019485585382899
15549,15,6,15,0.012273733000892
15549,15,7,15,0.1463093774315686
15549,16,24,16,0.2050171139581819
15549,16,25,16,0.14331087473950177
15550,9,8,9,0.48157715744574126
15550,9,14,9,0.32662308851278343
15550,12,2,12,0.09402355693812492
15550,12,5,12,0.36216194468358315
15550,15,4,15,0.4029487440782877
15550,15,5,15,0.2114422292324818
15550,16,7,16,0.2922602199700073
15550,16,25,16,0.028899937808190092
15551,9,8,9,0.45305035807379995
15551,9,14,9,0.2782532903013646
15551,15,2,15,0.06260665877890169
15551,15,3,15,0.023733457759265122
15551,15,5,15,0.24179062491680092
15551,16,4,16,0.0485545595304373
15551,16,6,16,0.007172509849895277
15551,16,7,16,0.2268083863097703
15552,9,8,9,0.4293403448464906
15552,9,14,9,0.3137708011989606
15552,12,2,12,0.060562391663625675
15552,12,3,12,0.022958499820679042
15552,12,5,12,0.34487099293537854
15552,15,4,15,0.3395106762902989
15552,15,5,15,0.08273849622013651
15552,15,6,15,0.006938309106617864
15552,15,7,15,0.04348411522755163
15552,16,7,16,0.19389692060078723
15552,16,24,16,0.12334913010792459
15552,16,25,16,0.12298426752885083
15552,17,10,17,0.029720286683922126
15552,17,14,17,0.08281658097859115
15553,9,8,9,0.2636975246605238
15553,12,24,12,0.2050648953827009
15553,15,20,15,0.14055385675352292
15553,15,24,15,0.00949499818554327
15553,16,20,16,0.2723014535569439
15553,17,8,17,0.14803791319704596
15553,17,14,17,0.020863694297029056
15553,22,4,22,0.15591575267357205
15553,22,5,22,0.04784698367629758
15554,17,8,17,0.19492423383051918
15554,22,11,22,0.04405197197032784
15554,22,14,22,0.12583800863199865
15555,17,8,17,0.0774096854880167
15555,22,8,22,0.11382882836266006
15556,17,8,17,0.07593267668678967
15556,22,8,22,0.11043387324751981
15557,17,8,17,0.08194902938327314
15557,22,8,22,0.11536531442032086
15571,9,8,9,0.48616383159360943
15571,12,7,12,0.24118014563866375
15571,16,24,16,0.09417146980306867
15572,9,8,9,0.6599320881529257
15572,9,14,9,0.4077938007270596
15572,12,4,12,0.5224748003730237
15572,12,6,12,0.012319790578320361
15572,12,7,12,0.08448362547934352
15572,15,7,15,0.3249466305604818
15572,16,24,16,0.43916667189831693
15572,16,25,16,0.034596350849605884
15573,9,8,9,0.623559561286007
15573,9,14,9,0.565539931638714
15573,12,4,12,0.17535582670066205
15573,12,5,12,0.5265403941790385
15573,15,4,15,0.4164364041242168
15573,15,6,15,0.01209398617216708
15573,15,7,15,0.3737800792170739
15573,16,24,16,0.40397876192871485
15573,16,25,16,0.1600538124198838
